Scans,Name,IONMODE,BA_Class,SMILES,tail_has,tail_OH_counts,[3*]O,[7*]O,[*]O,[7*]O_alpha,[3*]O_alpha,[12*]O,[12*]O_alpha,[6*]O,[6*]O_beta,[6*]O_alpha,[7*]O_beta,[1*]O,[1*]O_beta,[2*]O,[2*]O_alpha,[16*]O,[16*]O_alpha,[3*]=O,[6*]=O,[*]=O,[12*]=O,[14*]O,[14*]O_alpha,[7*]=O,[3*]OC1OC(C(=O)O)C(O)C(O)C1O,[*]OC1OC(C(=O)O)C(O)C(O)C1O,[3*]OS(=O)(=O)O,[*]OS(=O)(=O)O,[4*]O,[4*]O_alpha,[4*]O_beta,[3*]O_beta,[6*]C,[*]C,[12*]OS(=O)(=O)O,[12*]O_beta,[7*]OS(=O)(=O)O,[*]C=C,[3*]OC(C)=O,[7*]OC(C)=O,[*]OC(C)=O,[2*]O_beta,[16*]=O,[15*]O,[15*]O_alpha,[7*]OC1OC(CO)C(O)C(O)C1NC(C)=O,[*]OC1OC(CO)C(O)C(O)C1NC(C)=O,[15*]O_beta,[6*]OC(C)=O,[16*]OC(C)=O,[2*]OC(C)=O,[12*]OC(C)=O
3797,Glu-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,Glu-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,Glu-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,His-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CN=CN1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,His-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CN=CN1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,His-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CN=CN1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,Ile/Leu-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,Ile/Leu-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,Ile/Leu-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,Ile/Leu-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,Ile/Leu-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Ile/Leu-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)CC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,LDOPA-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,LDOPA-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,LDOPA-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,LDOPA-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,LDOPA-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,LDOPA-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,Lys-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,Lys-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,Lys-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,Lys-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,Lys-DCA 2M+K,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,Met-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,Met-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,Met-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,Met-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,Met-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,Met-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCSC)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,Ornithine-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,Ornithine-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,Ornithine-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,Ornithine-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Ornithine-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Phe-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,Phe-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,Phe-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,Phe-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,Phe-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,Pro-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,Pro-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,Pro-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,Pro-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,Pro-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,Pro-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N1CCCC1C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,Ser-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,Ser-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,Ser-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Ser-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,Ser-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,Ser-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CO)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,Thr-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,Thr-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Thr-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,Thr-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,Thr-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,Thr-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)C(C)O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,Trp-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3855,Trp-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3856,Trp-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3857,Trp-DCA M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3858,Trp-DCA M-2H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3859,Trp-DCA 2M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC2=C1C=CC=C2)=O)[C@H]3CC[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@@]43C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3860,Tyr-DCA M+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Tyr-DCA M-H2O+H,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,Tyr-DCA 2M+Na,Positive,Dihydroxy,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,Amide,0,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
